-17.968,-18.966,-28.799,-21.881,-22.309,-15.297,-12.944,-23.071,7
12.343,8.379,12.179,11.136,9.6501,7.0183,11.604,9.6906,6
8.7303,8.909,10.177,10.112,7.8196,12.757,8.0069,10.574,6
2.465,-0.57265,4.6621,1.2723,2.8843,2.9923,1.0136,1.7862,5
11.36,13.559,11.009,5.0833,17.164,13.985,11.691,5.5155,6
96.405,99.629,97.071,87.785,100.73,92.003,101.94,98.722,2
-3.3111,-0.35818,-2.267,2.7104,3.1378,-0.7098,1.5075,2.7813,5
-38.836,-21.012,-26.754,-19.637,-12.058,-18.139,-20.648,-19.968,7
-6.8666,-7.467,-3.5075,-1.6003,0.34053,-2.4763,-5.2726,-7.8191,5
43.557,69.558,60.346,57.242,65.663,61.37,56.138,79.12,1
51.277,57.821,64.671,58.68,49.283,73.587,76.229,60.929,1
58.3,62.789,82.012,71.212,32.776,44.764,49.726,60.33,1
31.907,32.892,25.92,33.233,23.368,38.634,24.154,25.171,1
-10.541,-11.443,-11.647,-11.533,-11.855,-12.055,-11.889,-9.94,3
-19.742,-18.424,-18.76,-11.234,-16.138,-14.593,-13.358,-19.127,3
-22.965,-25.413,-20.488,-16.853,-20.427,-21.235,-24.828,-13.595,7
-13.864,-16.509,-12.965,-15.387,-23.984,-14.825,-13.141,-9.6541,3
45.41,54.865,62.428,66.878,49.472,45.943,58.393,54.893,1
75.954,62.17,54.473,78.655,78.561,43.582,62.53,55.856,1
43.004,53.091,53.134,71.347,49.745,55.687,60.906,74.381,1
-10.638,-15.008,-20.404,-12.349,-20.106,-16.1,-18.722,-19.918,3
-2.1001,0.66895,4.3311,0.54631,3.6652,1.1477,2.6762,-0.98812,5
-0.42264,-5.7529,-6.5518,-4.0744,-6.6913,-7.0797,-5.8487,-5.3083,5
49.434,53.176,60.669,63.779,62.336,50.179,55.624,54.17,1
31.993,28.895,28.128,33.614,37.611,28.023,26.338,31.594,4
14.822,12.22,10.243,11.087,12.431,9.8151,19.646,13.807,6
22.062,29.006,17.903,29.915,37.377,30.317,41.195,38.658,1
35.903,36.332,38.949,37.251,30.789,36.082,30.22,36.327,4
-22.247,-21.291,-18.239,-22.712,-23.325,-22.017,-21.375,-22.758,7
-8.9818,-1.8383,-4.2743,-3.0129,1.8638,-6.6596,-7.4823,-1.1901,5
-1.5957,-1.649,0.91992,0.8721,-4.2504,1.9398,-0.03346,-0.4689,5
77.754,75.746,65.586,85.281,69.815,76.195,65.638,72.358,2
-8.4586,-3.9097,-7.7239,-11.209,-7.9396,-13.835,-8.0185,-3.9565,3
4.2089,2.5915,0.78284,3.0974,4.8416,3.3756,3.998,-0.2613,5
3.538,1.7431,0.0186,4.7832,0.76133,2.1758,-0.22427,0.44289,5
-11.612,-6.6804,-9.6324,-5.0165,-5.0321,-5.8177,-11.255,-14.638,3
-18.356,-19.574,-20.117,-17.737,-19.261,-19.771,-22.842,-22.388,7
10.571,12.438,14.432,12.087,17.733,18.859,17.484,13.479,6
29.536,35.609,26.676,35.282,31.122,29.776,31.648,23.596,4
-22.292,-17.939,-15.787,-22.904,-17.9,-19.316,-25.181,-16.753,7
-24.751,-32.193,-8.8837,-22.081,-19.665,-21.773,-19.639,-20.902,7
-19.531,-22.085,-20.717,-19.975,-21.086,-22.778,-19.566,-19.339,7
29.178,46.702,36.579,26.006,34.42,29.53,27.932,26.481,1
3.3235,0.23734,-0.93865,-0.71225,-0.27804,0.017368,2.7198,3.7556,5
9.3874,11.082,11.501,11.913,9.2535,12.86,8.9765,10.238,6
37.934,34.357,40.807,40.119,42.965,43.321,34.015,26.521,4
30.08,17.353,23.026,23.585,38.152,34.337,25.453,32.182,1
20.283,34.165,40.8,24.106,27.53,15.36,30.597,35.196,1
51.145,40.598,40.321,43.631,48.546,57.006,55.311,33.4,1
14.725,9.0691,4.135,10.044,10.413,5.6823,5.4059,14.304,6
53.257,75.208,51.451,45.677,75.639,23.714,52.349,73.131,1
-6.7171,-11.096,-12.893,-10.942,-10.142,-11.114,-15.23,-10.738,3
9.6488,11.453,12.072,13.369,13.397,15.502,8.7354,10.116,6
-5.8253,-5.5401,-8.6817,-2.5918,-6.2551,-3.8629,-4.13,-9.4735,5
13.462,18.957,14.178,15.81,7.8431,16.547,11.441,9.8031,6
24.17,22.06,33.399,37.339,44.151,36.956,41.187,28.978,1
-9.3572,-10.97,-11.182,-9.8522,-10.038,-10.051,-10.34,-12.861,3
-0.26016,0.5788,-3.6293,0.81183,2.2103,-1.7753,-0.54708,1.5225,5
34.465,36.538,34.11,32.947,41.555,40.168,30.672,38.028,4
3.5913,1.4906,0.16121,4.3993,1.6891,-0.38937,1.5752,3.6004,5
89.064,99.711,93.729,100.5,108.34,90.46,85.706,103.35,2
-7.1686,-6.0806,-2.7548,-3.7002,-2.206,-4.3993,-4.6172,-5.4492,5
-4.1865,-7.5969,-0.94216,1.6115,-4.3972,1.2263,-4.955,-6.6121,5
100.01,96.341,101.82,87.085,92.814,91.154,97.864,102.96,2
-10.965,-3.3678,-6.1127,-3.5279,2.7921,-6.7226,-4.9657,-1.9944,5
0.59987,-1.911,-1.0656,3.3672,-1.1101,-0.2214,0.21653,-0.070174,5
-26.242,-30.052,-24.038,-26.916,-20.119,-17.377,-24.173,-20.23,7
20.38,42.093,47.116,29.18,39.877,31.299,26.164,33.689,1
-17.047,-18.816,-15.073,-15.436,-14.656,-14.975,-19.244,-15.62,3
11.62,16.878,14.85,4.202,14.307,15.628,14.521,8.9619,6
13.918,14.513,13.362,9.5327,16.242,5.5133,13.565,9.784,6
-25.746,-26.822,-23.229,-14.413,-19.985,-21.356,-22.363,-7.7446,7
29.671,37.986,25.31,37.095,38.367,36.646,36.789,41.537,4
37.333,57.249,57.534,50.985,49.105,47.295,32.795,54.465,1
2.5295,0.19789,1.4635,-2.6856,3.5044,1.6227,-0.6816,-1.3344,5
74.196,86.223,94.551,77.15,97.434,71.34,60.096,79.119,2
-11.167,-9.3073,-11.954,-11.979,-13.411,-9.2349,-8.4886,-8.5645,3
6.6584,3.0435,-2.2466,4.8588,1.4163,3.3214,4.0489,3.8458,5
49.744,69.926,64.525,46.404,70.479,57.62,55.943,60.249,1
78.045,72.345,82.132,65.586,87.608,97.917,74.666,73.446,2
-25.576,-16.279,-31.317,-17.116,-24.173,-20.261,-22.632,-25.181,7
-18.386,-17.706,-14.989,-18.923,-12.895,-19.255,-21.414,-15.9,3
85.001,45.578,72.726,65.968,61.804,57.879,72.746,71.272,2
3.2562,4.2526,2.9136,4.8502,4.6715,-1.3235,2.9816,4.3869,5
8.1198,8.8252,10.04,9.8465,8.3208,9.3158,10.07,13.01,6
90.171,79.378,90.782,80.546,82.045,56.066,78.315,88.69,2
14.694,8.2885,4.4445,12.266,11.732,9.5577,8.5739,8.2104,6
12.813,12.042,10.873,10.15,12.061,13.747,16.422,14.986,6
72.333,55.163,42.262,58.501,64.444,58.682,78.511,50.213,1
-19.892,-24.969,-22.135,-23.345,-22.968,-26.071,-18.23,-18.886,7
-13.55,-9.54,-12.457,-11.705,-12.639,-10.471,-13.518,-10.759,3
86.766,76.648,73.463,89.125,75.986,87.549,88.016,62.938,2
6.1364,-1.7502,2.4459,-0.052448,0.74043,1.5333,0.62945,0.43793,5
-16.773,-11.38,-13.397,-20.064,-16.704,-13.039,-16.202,-16.933,3
30.533,34.548,20.384,31.491,31.795,33.458,35.896,28.424,4
83.483,58.688,102.65,74.599,53.851,72.731,64.04,84.345,2
100.25,97.172,85.097,109.61,95.556,86.674,103.08,87.504,2
-17.16,-19.822,-22.907,-22.809,-18.365,-19.984,-21.396,-20.842,7
-17.955,-24.433,-18.711,-21.168,-18.054,-15.023,-17.966,-14.062,3
8.6609,12.795,16.336,10.346,14.127,10.101,16.086,15.978,6
69.063,51.977,71.499,55.41,66.033,64.625,68.34,74.367,1
-17.202,-21.416,-14.797,-16.686,-16.803,-16.009,-16.22,-19.067,3
95.134,78.097,59.088,52.501,64.483,85.359,73.094,80.131,2
34.725,26.595,33.597,40.324,34.482,30.029,36.088,37.261,4
10.742,6.4945,10.336,9.9734,7.025,11.94,8.4835,4.0178,6
76.788,72.023,81.765,82.371,69.492,72.235,87.3,62.717,2
13.651,12.411,7.6192,12.921,12.242,14.094,18.384,14.55,6
-21.892,-16.24,-21.147,-31.055,-20.636,-20.542,-22.745,-20.297,7
-18.797,-21.384,-20.52,-20.853,-17.142,-18.589,-20.726,-22.299,7
31.695,27.372,28.269,26.776,39.33,31.194,36.187,37.781,4
-7.1804,-15.95,-14.83,-8.0998,-11.941,-12.816,-7.6839,-9.382,3
58.683,48.9,59.163,50.522,53.578,38.221,63.003,57.805,1
35.824,28.537,35.856,42.664,33.421,41.48,36.449,34.002,4
42.204,49.416,59.32,54.732,59.098,47.443,54.89,50.269,1
37.806,70.92,77.024,83.037,85.384,77.621,110.27,54.386,2
40.848,32.442,32.973,30.67,24.018,35.298,37.884,32.328,4
18.669,27.176,21.222,25.335,21.143,22.109,27.261,18.182,1
11.284,14.544,13.12,10.182,12.807,15.166,12.34,14.806,6
33.189,25.857,35.126,31.39,32.139,33.467,33.257,23.141,4
56.456,47.719,50.11,59.812,43.504,60.642,39.734,39.53,1
2.5834,-1.1724,0.21998,-0.58274,-1.9859,-0.002648,-0.45276,3.6415,5
36.667,42.227,31.536,37.244,38.428,39.036,45.746,32.403,4
-6.8481,-11.431,-8.8547,-5.8629,-14.61,-10.03,-12.431,-11.229,3
103.24,87.34,99.877,92.601,95.914,98.063,83.757,98.731,2
58.116,26.59,52.801,53.806,51.003,45.84,40.297,42.048,1
-19.779,-21.397,-20.628,-21.654,-17.893,-23.327,-21.876,-20.564,7
31.897,24.657,23.064,25.046,36.982,22.968,28.246,28.735,1
38.194,25.98,37.257,40.013,41.823,44.103,44.447,33.164,4
25.276,18.209,19.631,29.898,20.526,16.786,34.792,24.298,1
11.114,8.8395,7.183,9.1154,10.774,8.9167,9.4124,11.809,6
13.533,11.578,10.637,11.524,12.358,17.583,10.813,13.715,6
0.40104,2.2333,3.5324,2.9583,1.4522,3.7472,4.646,-0.61234,5
-14.444,-13.971,-14.53,-16.45,-18.157,-15.539,-13.105,-22.121,3
52.047,57.327,52.361,43.559,45.557,40.362,42.141,50.84,1
39.274,56.774,44.914,62.864,42.298,53.338,47.956,49.887,1
-5.2216,-2.2366,-7.7421,-6.4992,-2.2089,-8.908,-10.161,1.8939,5
30.194,26.071,29.873,35.125,29.6,28.316,35.675,30.772,4
16.522,3.4822,17.194,14.426,7.9977,6.0886,10.834,7.9891,6
33.2,35.546,35.272,49.805,38.245,37.197,37.821,37.718,4
-24.855,-23.082,-27.857,-20.106,-18.036,-32.417,-20.293,-32.694,7
10.414,11.311,13.353,12.702,11.718,12.98,14.23,10.917,6
33.752,31.85,39.935,43.755,34.825,29.796,36.038,33.68,4
89.306,99.241,98.53,104.23,97.211,100.74,88.136,100.54,2
86.183,79.711,82.956,101.35,56.185,89.751,97.891,101.21,2
-21.612,-22.409,-17.981,-22.28,-20.766,-19.822,-19.454,-22.351,7
-10.331,-11.959,-11.516,-10.842,-11.855,-9.9786,-8.1749,-12.192,3
1.8002,4.9511,0.83713,4.5786,1.205,-0.060077,6.0319,6.5165,5
